UserId,ConditionId,ConditionName,Condition,TZ,TimeStart,TimeEnd,TimeElapsed,t1age,t1Company,t1own_edu,t1own_edu_Index,t1parental_edu,t1parental_edu_Index,t1PlaceOfWork,t1PlaceOfWork_Index,t1sex,t1sex_Index,t1BigFive1,t1BigFive2,t1BigFive3,t1BigFive4,t1BigFive5,t1BigFive6,t1BigFive7,t1BigFive8,t1BigFive9,t1BigFive10,t1BMPN1,t1BMPN2,t1BMPN3,t1BMPN4,t1BMPN5,t1BMPN6,t1BMPN7,t1BMPN8,t1BMPN9,t1BMPN10,t1BMPN11,t1BMPN12,t1BMPN13,t1BMPN14,t1BMPN15,t1BMPN16,t1BMPN17,t1BMPN18,t1CHIPS1,t1CHIPS2,t1CHIPS3,t1CHIPS4,t1CHIPS5,t1CHIPS6,t1CHIPS7,t1CHIPS8,t1CHIPS9,t1CHIPS10,t1CHIPS11,t1CHIPS12,t1CHIPS13,t1CHIPS14,t1CHIPS15,t1CHIPS16,t1CHIPS17,t1CHIPS18,t1CHIPS19,t1CHIPS20,t1CHIPS21,t1CHIPS22,t1CHIPS23,t1CHIPS24,t1CHIPS25,t1CHIPS26,t1CHIPS27,t1CHIPS28,t1CHIPS29,t1CHIPS30,t1CHIPS31,t1CHIPS32,t1CHIPS33,t1Elevation1,t1Elevation2,t1Guilt,t1Elevation4,t1Elevation5,t1Indebted,t1Elevation7,t1Elevation8,t1Elevation9,t1Elevation10,t1Empowerment1,t1Empowerment2,t1Empowerment3,t1Empowerment4,t1Empowerment5,t1Empowerment6,t1Empowerment7,t1Empowerment8,t1Empowerment9,t1Empowerment10,t1Empowerment11,t1Empowerment12,t1GQ_state1,t1GQ_state2,t1GQ_state3,t1GQ_state4,t1GQ_state5,t1GQ_state6,t1GQ_trait1,t1GQ_trait2,t1GQ_trait3,t1GQ_trait4,t1GQ_trait5,t1GQ_trait6,t1Humility1,t1Humility2,t1Humility3,t1Humility4,t1Humility5,t1Humility6,t1Intended_effort1,t1Intended_effort2,t1JPS1,t1JPS2,t1JPS3,t1JPS4,t1JPS5,t1JPS6,t1JPS7,t1JPS8,t1JPS9,t1NA1,t1NA2,t1NA3,t1NA4,t1NA5,t1NA6,t1NA7,t1NA8,t1NA9,t1NA10,t1OCB1,t1OCB2,t1OCB3,t1OCB4,t1OJS1,t1OJS2,t1OJS3,t1SHS1,t1SHS2,t1SHS3,t1SHS4,t1SWL1,t1SWL2,t1SWL3,t1SWL4,t1SWL5,t1Motiv_eff_control1,t1Motiv_eff_work1,t1Motiv_eff_work2,t1Motiv_eff_work3,t1Motiv_eff_work4,t1Motiv_eff_control2,t1Motiv_eff_control3,t1Motiv_eff_control4,t1Motiv_eff_health1,t1Motiv_eff_health2,t1Motiv_eff_health3,t1Motiv_eff_health4,t1Motiv_eff_kind1,t1Motiv_eff_kind2,t1Motiv_eff_kind3,t1Motiv_eff_kind4,t1Motiv_eff1,t1Motiv_eff2,t1Motiv_eff3,t1Motiv_eff4,t1Imotiv,t1StateAffect,t1StateSatis,t1weekly_affect,t1weekly_satis,t1Trigger_grat_kind,t1Trigger_control,t1Trigger_grat_health,t1Trigger_grat_work,complete
"4,221",194,Condition 2,Work,"Paris, Madrid",2/18/14 10:30,4/3/14 15:09,"63,639",55,maison du café,Études supérieures,3,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Homme,1,4,4,6,5,4,4,6,2,6,2,3,3,3,4,2,4,4,5,4,5,3,3,3,3,4,2,4,3,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,2,3,3,5,5,5,5,5,5,5,6,7,5,5,5,6,6,6,5,6,4,4,4,4,4,4,4,4,4,3,3,,5,4,4,5,5,3,4,5,6,6,6,5,5,5,4,5,5,4,1,1,1,1,1,1,1,1,2,5,5,5,5,6,2,6,6,5,4,4,5,6,6,6,5,,6,6,6,5,,,,,,,,,,,,6,6,6,5,5.75,7,7,6,7,,,,"Mon cher ami,   ,

Quelques mots pour te dire toute ma gratitude lmorsque tu m as aidé à surmonter l epreuve personnelle que jai subi et qui m a affecté .
Jai apprécié ton support pryschologique et la façon dont tu m as aidé .
ceci m a permis dans mon travail d avoir parfois la meme approche avec mes collègues ou collaborateurs pour les aider dans des moments diffciile de leur carrière",1
"4,222",193,Condition 1,Health,"Paris, Madrid",2/18/14 10:45,2/25/14 17:03,"10,458",39,MAISON DU CAFE,Troisième cycle,4,Lun de mes parents ou les deux ont ont eu leur baccalauréat,1,Autres,2,Homme,1,7,2,7,7,5,2,7,1,6,5,4,5,4,5,4,5,5,5,1,3,3,5,5,5,4,3,5,5,4,1,2,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,2,1,0,3,0,0,2,0,0,0,0,0,0,0,0,5,1,3,7,2,6,1,6,7,4,7,7,7,6,7,7,6,5,7,7,7,6,5,3,3,2,6,6,6,3,6,4,7,,7,7,7,7,3,7,6,7,6,7,6,6,6,6,1,1,1,2,1,3,2,2,2,1,1,2,6,6,6,6,6,6,1,7,6,7,5,7,5,5,6,6,5,,,,,,,,,5,5,5,5,,,,,5,5,5,5,5,5,6,3,1,,,"Chère Madame GUERIN,

Lors de vos scéances de Psycho-thérapie, vous mavez appris à écouter mon corps et mes besoins, à me faire comprendre ce qui est essentiel dans la vie. Vous avez constamment insister sur le fait que javais une action sur mes ""maux"", quen mettant de la distance avec les ""parasites"" qui mentourent, je devenais acteur de ma vie et de mes décisions.

Cest ce que je fais au quotidien, et je ne culpabilise plus quand je décide quelque chose. Jai changé de travail depuis 2 ans et jai retrouvé lenvie et le plaisir. Je maffirme plus et on me reconnait dans mon travail et dans ma vie, peu importe ce que pense les autres.

Je vous suis reconnaissant de mavoir ouvert les yeux, afin dêtre le seul décideur de ma propre vie.

Bien cordialement,

FREDERIC",,1
"4,223",200,Condition 4,Kindness,"Paris, Madrid",2/18/14 13:10,2/18/14 14:06,56,26,LOréal,Troisième cycle,4,Lun de mes parents ou les deux ont un diplôme universitaire,3,Autres,2,Femme,0,3,2,7,7,7,7,5,1,3,6,3,2,4,2,4,2,4,4,4,3,4,2,4,3,4,3,4,2,4,3,2,4,1,1,1,4,1,0,0,3,3,1,3,3,0,3,1,3,3,4,1,2,3,0,0,4,0,0,0,0,1,5,4,4,4,4,4,4,5,5,5,7,7,7,7,7,6,6,6,7,6,6,6,5,5,6,5,5,6,6,5,6,5,4,,3,5,7,6,6,7,4,4,5,5,5,7,7,7,7,7,7,5,4,5,4,3,4,4,2,5,3,5,5,5,5,6,2,6,5,6,3,3,6,6,6,6,3,,,,,,,,,,,,,6,6,6,6,6,6,6,6,6,2,4,3,3,,,,,0
"4,225",195,Condition 3,Control,"Paris, Madrid",2/18/14 14:20,2/28/14 14:36,"14,415",29,maison du cafe,Études supérieures,3,Lun de mes parents ou les deux ont un diplôme universitaire,3,Siège social,0,Femme,0,6,5,7,3,6,6,6,2,7,5,5,5,5,5,4,4,4,5,4,5,4,5,5,1,4,2,3,4,2,0,0,2,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,0,2,0,0,5,7,1,6,6,1,6,5,1,6,6,6,7,7,6,7,7,7,6,6,7,7,4,4,4,4,4,4,5,4,2,5,4,,2,3,4,4,3,4,5,5,6,6,6,5,5,4,4,4,4,5,1,1,1,1,1,1,1,1,1,7,7,7,7,5,3,5,6,6,6,6,5,6,5,6,5,6,,,,,5,5,6,,,,,,,,,6,5,5,6,5.5,7,7,4,7,,"Jai déménagé, puis rangé mon appartement.
Jai présenté les chiffres devant toute lentreprise.
Jai remplacé ma chef devant ses congés.
Jai fait la fête ce week-end.",,,1
"4,226",193,Condition 1,Health,"Paris, Madrid",2/18/14 16:39,2/28/14 14:49,"14,290",30,LOREAL,Études supérieures,3,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Homme,1,7,2,6,5,6,2,7,2,6,4,4,5,4,5,4,4,4,4,4,5,4,5,5,3,4,2,4,3,3,0,4,1,0,1,0,1,1,1,0,2,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,2,6,6,1,6,6,4,6,5,7,7,7,6,6,6,6,6,6,6,6,6,6,6,5,5,7,5,5,6,5,5,6,5,4,,2,6,7,7,6,5,6,6,6,6,6,6,6,6,4,4,4,1,1,1,1,1,1,1,1,1,2,6,5,5,5,6,1,7,6,5,6,2,6,5,6,6,5,,,,,,,,,6,6,6,6,,,,,6,6,6,6,6,4,4,3,4,,,Merci pour laide apportée dans le cadre du projet de la maison. Sans vous je naurais pas pu aller au bout et donc finalement prendre mon envol. Je vous en serai éternellement reconnaissant car cela représente pour moi le début dune belle vie. Une vie qui sera passionnante et passionnée.,,1
"4,227",194,Condition 2,Work,Romance Standard Time,2/18/14 21:58,3/25/14 10:54,"49,736",36,DEMB FRANCE,Études supérieures,3,Lun de mes parents ou les deux ont suivi des études supérieurs (post bac),2,Siège social,0,Femme,0,7,2,7,1,6,4,7,2,7,2,4,3,4,5,3,5,4,3,4,5,4,5,4,4,3,2,2,4,0,1,0,0,0,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,1,4,4,4,4,2,7,4,5,7,7,6,6,7,7,5,7,7,6,5,7,6,6,5,5,5,7,4,7,4,2,,1,5,7,1,4,7,5,5,6,5,6,6,6,1,5,5,4,1,1,1,1,1,1,1,1,1,3,6,4,6,6,5,2,5,6,7,6,6,7,6,6,7,6,,7,7,7,7,,,,,,,,,,,,7,7,7,7,7,4,7,3,6,,,,,0
"4,228",193,Condition 1,Health,"Paris, Madrid",2/19/14 9:06,2/20/14 11:13,"1,566",45,DEMB,Études supérieures,3,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Homme,1,7,4,6,7,6,2,6,3,3,2,3,2,3,4,3,2,4,2,4,2,4,4,4,2,3,2,2,2,1,1,3,1,1,2,1,3,1,0,1,2,1,1,1,1,1,2,1,2,4,2,1,1,1,1,1,0,0,1,2,2,1,4,4,6,5,4,6,5,6,6,4,5,6,4,5,5,6,4,5,5,5,4,5,4,4,4,4,5,5,4,4,5,5,5,,4,4,5,3,5,4,4,6,5,5,5,6,6,6,6,6,6,4,4,3,3,3,4,4,4,5,4,6,5,5,5,5,3,5,4,4,4,4,3,5,3,5,3,,,,,,,,,6,6,6,6,,,,,6,6,6,6,6,-1,-3,3,4,,,"Mon amour,

Pardonne-moi
Merci
Je taime
Mais délivre-moi",,1
"4,229",195,Condition 3,Control,"Paris, Madrid",2/19/14 10:35,4/8/14 8:25,"68,990",52,MAISON DU CAFE FRANCE,Lycée,1,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,6,2,7,5,7,6,7,1,6,2,4,4,4,3,3,2,5,5,5,5,5,5,5,2,3,3,3,5,2,3,2,2,2,1,2,4,2,2,0,2,1,3,0,0,1,1,0,3,0,3,3,3,3,0,2,0,0,0,0,0,3,4,3,1,5,4,3,6,,,,7,7,7,6,6,7,6,6,7,6,6,6,1,1,,4,4,7,6,4,6,4,4,,7,7,7,7,7,1,2,4,6,7,7,6,5,5,3,4,2,1,1,1,1,1,1,1,1,1,1,6,6,4,6,6,1,6,5,5,6,5,5,3,6,6,3,7,,,,,7,6,7,,,,,,,,,7,7,6,7,6.75,0,5,0,1,,Jai fait mon travail consciencieusement et fait en sorte que pendant mon absence prochaine en congés mes collègues soit en mesure de continuer mon travail afin quà mon retour je puisse moi-même en faire autant,,,1
"4,230",200,Condition 4,Kindness,"Paris, Madrid",2/19/14 11:08,4/4/14 16:28,"63,679",25,Maison du Café France,Études supérieures,3,Lun de mes parents ou les deux ont un diplôme universitaire,3,Siège social,0,Homme,1,6,2,6,2,6,5,6,2,6,5,4,4,4,5,4,2,4,3,3,4,4,3,4,4,4,3,4,3,1,1,2,1,1,2,1,2,2,2,0,0,1,0,1,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,2,5,3,3,5,5,4,5,5,6,5,6,6,6,6,6,6,6,5,6,5,6,5,6,3,6,4,5,6,5,3,5,3,4,,3,6,6,3,6,6,4,5,6,6,6,6,6,5,5,6,5,3,1,1,1,1,1,1,1,1,2,5,5,6,5,5,2,6,6,6,6,6,6,5,6,6,5,,,,,,,,,,,,,6,7,6,6,6,7,6,6,6.25,6,7,6,6,,,,,0
"4,231",194,Condition 2,Work,"Paris, Madrid",2/19/14 14:13,3/19/14 7:44,"39,930",27,Maison du Café,Troisième cycle,4,Lun de mes parents ou les deux ont ont eu leur baccalauréat,1,Usine,1,Femme,0,4,2,7,5,7,5,7,1,5,5,4,5,4,5,3,2,4,5,,5,4,5,4,5,4,2,4,5,0,0,1,1,0,1,0,1,2,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,5,1,1,1,5,1,5,3,7,6,6,7,6,6,7,7,5,6,6,6,6,5,6,6,6,6,6,7,5,5,6,4,4,,7,7,7,7,6,7,4,5,6,5,6,7,7,7,6,6,6,1,1,1,1,1,1,1,1,1,1,6,6,6,7,6,2,6,6,6,5,6,5,6,6,6,5,,7,7,6,6,,,,,,,,,,,,7,7,6,6,6.5,5,4,6,4,,,,,0
"4,232",193,Condition 1,Health,"Paris, Madrid",2/19/14 14:18,2/26/14 15:20,"10,142",28,DEMB,Études supérieures,3,Lun de mes parents ou les deux ont un diplôme universitaire,3,Siège social,0,Femme,0,5,2,4,3,6,4,5,3,4,3,5,4,5,1,3,5,3,3,3,4,3,4,3,2,2,2,2,3,2,2,1,3,0,1,1,2,2,1,2,2,2,0,0,0,0,0,0,2,0,2,2,0,2,0,0,3,0,0,0,0,2,,,,,,5,,,6,5,5,5,5,4,4,5,5,4,5,5,3,3,4,4,6,3,5,7,4,3,5,3,5,,6,4,7,6,6,7,4,4,4,4,4,5,5,5,5,4,4,4,3,3,4,1,2,2,1,3,2,5,6,5,5,4,4,5,6,6,6,6,5,5,6,6,3,,,,,,,,,6,5,4,4,,,,,6,5,4,4,4.75,0,-1,-5,-5,,,,,0
"4,234",194,Condition 2,Work,"Paris, Madrid",2/19/14 15:38,3/26/14 11:45,"50,166",48,Maison du café france,Études supérieures,3,Aucun de mes parents na n’a eu son baccalauréat,0,Siège social,0,Femme,0,4,1,6,1,7,7,5,7,7,2,4,5,4,4,4,4,4,3,4,4,4,5,4,2,3,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,5,6,6,5,5,6,5,5,5,5,5,5,4,5,5,5,5,6,,,,,,,3,3,2,3,4,6,4,5,6,3,6,7,7,6,6,6,6,2,1,1,1,1,1,1,1,1,1,6,6,6,6,6,2,6,7,6,6,7,4,6,6,4,4,,6,6,6,6,,,,,,,,,,,,6,6,6,6,6,7,7,7,7,,,,,0
"4,235",195,Condition 3,Control,"Paris, Madrid",2/19/14 16:47,2/19/14 17:07,19,29,Maison Du Café France,Études supérieures,3,Lun de mes parents ou les deux ont ont eu leur baccalauréat,1,Autres,2,Homme,1,5,2,7,5,5,3,6,1,7,6,4,5,4,5,4,5,5,5,4,5,4,5,3,5,4,5,4,5,3,0,3,0,0,1,0,2,4,4,3,1,0,0,0,0,1,0,0,0,0,3,1,1,0,0,3,2,0,0,0,0,2,1,3,1,6,4,2,5,4,3,6,7,6,6,5,7,6,6,5,7,6,5,5,5,3,4,2,5,7,4,4,6,1,5,,4,6,6,4,6,3,1,1,6,6,6,5,5,5,5,4,4,1,1,1,1,1,1,1,1,1,1,6,6,6,7,6,1,6,6,6,7,7,6,6,6,6,7,6,,,,,6,6,6,,,,,,,,,6,6,6,6,6,6,6,6,6,,#NAME?,,,1
"4,237",194,Condition 2,Work,"Paris, Madrid",2/21/14 12:07,3/2/14 19:59,"13,432",42,maison du café,Troisième cycle,4,Lun de mes parents ou les deux ont un diplôme universitaire,3,Autres,2,Homme,1,5,2,6,3,5,6,6,3,7,5,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,4,6,6,3,3,6,6,5,3,6,6,5,,,,,,,4,2,2,2,2,,,,,,,,,,5,4,5,5,5,3,3,3,2,,,,,,,,,,,6,6,6,6,5,2,5,5,5,5,6,6,6,6,6,5,,4,5,5,5,,,,,,,,,,,,4,5,5,5,4.75,,,3,3,,,,,0
"4,238",194,Condition 2,Work,"Paris, Madrid",2/20/14 7:06,4/8/14 6:18,"67,631",24,Maison du Café,Études supérieures,3,Lun de mes parents ou les deux ont suivi des études universitaires,4,Usine,1,Femme,0,6,3,5,5,7,5,6,2,5,2,4,3,4,3,4,3,3,2,2,2,2,4,4,3,3,2,3,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,4,2,5,5,5,5,5,3,5,5,6,3,6,5,7,3,3,3,3,2,5,2,3,2,3,4,3,,6,6,6,6,7,7,4,3,5,5,4,5,5,5,4,2,1,1,1,3,1,1,1,1,1,1,2,7,7,6,6,5,3,5,5,6,5,6,6,7,6,5,6,,6,5,4,4,,,,,,,,,,,,6,5,4,4,4.75,7,9,6,8,,,,,0
"4,239",193,Condition 1,Health,"Paris, Madrid",2/20/14 7:27,3/11/14 7:57,"27,389",31,maison du café,Études supérieures,3,Lun de mes parents ou les deux ont suivi des études supérieurs (post bac),2,Usine,1,Femme,0,3,2,6,3,5,7,6,5,6,4,4,4,5,5,4,5,2,5,3,5,3,4,4,4,1,3,3,2,3,2,3,3,1,3,0,2,0,0,0,0,3,0,0,0,2,0,0,2,0,2,0,0,1,2,0,0,0,0,0,0,0,,,,,,,,,,,3,6,5,5,2,5,5,3,6,5,5,5,4,4,4,2,5,7,5,3,3,4,5,,4,6,7,7,7,7,7,7,6,1,5,5,4,2,5,5,4,1,1,6,2,2,1,1,1,2,1,5,6,6,6,2,5,5,5,3,4,5,3,5,3,6,2,,,,,,,,,5,6,6,6,,,,,5,6,6,6,5.75,-1,-3,-4,-1,,,,,0
"4,241",195,Condition 3,Control,"Paris, Madrid",2/20/14 11:30,3/24/14 12:27,"46,137",25,maison du café,Études supérieures,3,Lun de mes parents ou les deux ont ont eu leur baccalauréat,1,Usine,1,Femme,0,3,3,6,2,7,5,5,2,4,4,5,3,4,3,3,4,4,5,3,4,4,2,5,3,3,1,5,4,0,3,3,0,0,0,0,3,1,0,0,0,0,3,0,0,0,3,0,1,0,2,0,0,0,0,0,4,0,0,1,1,1,4,5,1,6,4,1,6,7,6,5,7,,,5,7,,7,6,7,7,7,7,5,2,5,,6,3,7,6,6,2,5,,4,,4,3,5,4,5,5,5,7,6,7,7,6,4,6,5,5,2,1,1,1,1,1,,2,1,4,6,6,6,7,1,6,5,5,6,5,6,5,5,4,5,6,,,,,7,6,6,,,,,,,,,6,7,6,6,6.25,5,1,0,1,,manger travailler dormir faire la cuisine,,,1
"4,242",200,Condition 4,Kindness,"Paris, Madrid",2/20/14 13:09,3/24/14 7:41,"45,751",23,maison du café,Université,2,Aucun de mes parents na n’a eu son baccalauréat,0,Usine,1,Femme,0,7,3,7,1,7,4,6,1,5,5,4,4,4,4,3,1,5,4,2,5,5,5,5,5,3,2,5,5,0,0,3,0,0,0,0,2,2,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,2,2,2,0,0,0,0,0,2,1,4,1,6,6,2,6,6,4,6,6,6,7,6,7,6,6,4,7,5,5,4,3,3,3,2,5,3,4,3,4,2,3,,4,3,7,3,6,6,5,6,6,5,7,6,6,6,7,4,5,1,4,2,1,1,2,3,1,3,2,3,4,5,5,7,1,6,6,6,6,5,6,5,6,5,5,,,,,,,,,,,,,5,6,6,6,5,6,6,6,5.75,7,9,7,10,,,,,0
"4,243",200,Condition 4,Kindness,"Paris, Madrid",2/20/14 13:16,3/6/14 16:57,"20,380",32,master blenders 1753,Études supérieures,3,Lun de mes parents ou les deux ont suivi des études universitaires,4,Usine,1,Femme,0,7,5,7,7,6,1,7,1,1,1,5,5,5,3,3,1,3,5,3,5,4,5,5,1,4,4,3,1,3,0,3,3,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,4,0,3,0,0,0,4,5,1,4,4,7,4,1,7,4,7,6,6,4,7,6,7,6,7,6,7,6,4,4,7,5,4,7,6,4,5,1,4,,4,7,3,4,5,4,5,6,5,5,1,7,7,5,2,4,4,3,3,1,1,1,1,1,1,1,3,6,5,5,6,6,1,5,5,4,7,1,6,5,5,6,2,,,,,,,,,,,,,5,5,5,4,5,5,5,4,4.75,0,3,0,3,"Cher Monsieur Waast,

Je tenais par cette lettre, à vous témoigner toute ma reconnaissance suite à mon passage dans votre entreprise.
En effet, dune part, vous avez accepté de mintégrer dans votre entreprise pour un stage qui ma beaucoup apporté au niveau humain.
jai du mimposer en tant que jeune femme dans un milieu masculin parfois un peu hostile à mes recommandations mais accepté grâce à votre appui et à vos conseils pour mimposer de la manière la plus adéquacte.
jai souvenir de vos passages dans le labo, pour me prodiguer vos conseils comme à lancienne école où chaque jour une notion de morale était donnée aux élèves.
Je souligne ce point car cela ma permis de réfléchir à certains points et à avoir mon propre jugement.
Dautre part, vous mavez confié la responsabilité de conduire une machine, alors quaucune femme ne le faisait.
Cette tâche physique et technique a été un des moyens dêtre accepté par les opérateurs.
Pour finir, je noublirai jamais ce samedi ou dimanche midi ou vous êtes arrivés dans le labo avec tout ce qui était nécessaire pour improviser une crêpe partie.. Venant de votre part, et vu le respect que javais pour vous, cette attention particulière envers une de vos employées ma vraiment touché.

je vous remercie encore pour vos encouragements. Cette expérience professionnelle ma permis de continuer mes études sur une voie que je navais pas envisagé et ma permis douvrir mon champs des possibles.

Cordialement",,,,1
"4,246",194,Condition 2,Work,"Paris, Madrid",2/20/14 14:42,2/20/14 15:05,23,40,DEMB,Troisième cycle,4,Aucun de mes parents na n’a eu son baccalauréat,0,Usine,1,Femme,0,7,4,6,3,7,3,5,3,5,3,3,5,3,5,3,5,4,3,2,5,3,1,4,3,3,4,3,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,3,1,6,5,4,6,6,6,5,6,6,6,5,5,5,6,5,6,6,5,5,4,2,3,3,3,3,3,1,5,5,3,,3,6,6,5,5,5,3,3,6,5,6,5,5,5,2,2,2,1,1,1,1,1,1,2,1,2,2,6,5,5,4,6,1,7,6,5,6,7,5,5,5,6,5,,5,5,4,4,,,,,,,,,,,,5,5,4,4,4.5,5,3,5,3,,,,,0
"4,251",193,Condition 1,Health,"Paris, Madrid",2/21/14 6:55,2/21/14 7:34,38,35,maison du café coffee systems france,Université,2,Lun de mes parents ou les deux ont un diplôme universitaire,3,Autres,2,Femme,0,3,2,6,1,6,2,6,1,6,2,4,2,4,3,4,1,4,1,4,4,4,2,3,3,5,2,4,2,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,7,5,1,6,6,6,6,6,6,6,6,6,6,5,7,6,5,6,7,6,5,5,7,6,6,6,6,6,7,6,6,6,5,,5,7,3,3,6,5,6,6,5,5,5,5,6,5,6,5,6,1,1,1,3,3,1,1,1,1,4,6,6,6,6,6,2,6,5,5,7,6,6,6,6,6,6,,,,,,,,,6,7,6,6,,,,,6,7,6,6,6.25,3,4,3,4,,,"Cher Dalai Lama,

votre implication, votre dévouement, votre force morale, et spirituelle est un exemple pour moi.
Chaque jour jessaie de me rappeller que mes actions ont un impact sur les autres.
Je vous suis reconnaissante de mapporter un modèle de conduite a ténir afin dêtre meilleure chaque jour, et ne pas mapitoyer sur mon sort et apprecier ce que la vie nous donne, en restant toujours maitre de son destin.

Amicalement",,1
"4,252",200,Condition 4,Kindness,"Paris, Madrid",2/21/14 11:28,2/28/14 12:35,"10,146",32,DEMB France,Études supérieures,3,Lun de mes parents ou les deux ont un diplôme universitaire,3,Autres,2,Femme,0,5,5,7,5,3,3,5,1,5,5,4,5,4,5,3,5,3,5,3,5,3,5,4,1,3,2,3,1,4,0,2,0,0,1,0,4,1,0,0,0,0,0,0,2,0,0,0,4,0,3,0,0,1,0,0,0,0,0,0,0,4,,,,,,,,,,,6,5,6,5,6,6,5,5,6,5,5,5,4,2,4,2,3,3,4,2,4,4,3,,7,6,6,7,7,7,2,2,5,5,6,6,6,2,4,4,5,4,4,5,4,2,1,1,1,2,1,6,4,4,4,3,2,5,4,4,4,5,5,3,3,5,3,,,,,,,,,,,,,4,5,5,4,4,5,5,4,4.5,-8,-3,-7,-3,,,,,0
"4,253",195,Condition 3,Control,"Paris, Madrid",2/21/14 12:48,3/28/14 14:38,"50,510",44,MAISON DU CAFE FRANCE,Études supérieures,3,Lun de mes parents ou les deux ont un diplôme universitaire,3,Usine,1,Femme,0,7,2,6,2,7,2,7,1,7,2,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,2,2,0,0,0,0,0,0,2,3,3,0,0,2,1,0,0,0,0,0,2,0,2,3,3,1,0,0,0,0,0,,0,3,3,6,1,5,5,1,6,6,5,6,6,7,5,5,7,7,5,4,7,7,5,4,7,5,7,4,5,6,7,7,7,5,4,,3,7,7,4,7,7,7,7,5,3,4,6,6,2,1,2,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,6,1,6,5,7,7,7,6,6,6,6,5,6,,,,,7,6,6,,,,,,,,,6,7,6,6,6.25,6,6,5,6,,"METTRE A JOUR MON TRAVAIL
VISITER MES PARENTS
FAIRE DU SPORT
ME REPOSER",,,1
"4,254",193,Condition 1,Health,"Paris, Madrid",2/21/14 14:38,4/7/14 16:00,"64,882",42,D.E MASTER BLENDERS 1753 MAISON DU CAFE PROFESSIONAL,Études supérieures,3,Aucun de mes parents na n’a eu son baccalauréat,0,Autres,2,Homme,1,6,2,7,1,6,5,6,1,7,2,5,5,5,5,4,5,4,3,5,5,4,5,3,4,5,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,4,7,7,7,7,7,7,7,7,7,6,5,7,5,6,6,6,6,6,5,3,7,6,7,7,6,3,7,5,6,,3,3,6,6,7,6,5,6,5,4,5,4,5,6,4,5,5,1,1,2,1,1,1,1,1,1,2,5,7,7,7,6,1,6,5,5,3,5,6,6,6,6,6,,,,,,,,,7,7,7,7,,,,,7,7,7,7,7,7,8,6,6,,,"Mon cher entraîneur,

Toi qui ma dit un jour quun manager qui ne court pas au moins 1heure par semaine, aura une vie compliquée avec sa santé.
Je me suis toujours éfforcé de mappliquer cette hygiène de vie.

Merci beaucoup.",,1
